type,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58,x_59,x_60,x_61,x_62,x_63,x_64,x_65,x_66,x_67,x_68,x_69,x_70,x_71,x_72,x_73,x_74,x_75,x_76,x_77,x_78,x_79,x_80,x_81,x_82,x_83,x_84,x_85,x_86,x_87,x_88,x_89,x_90,x_91,x_92,x_93,x_94,x_95,x_96,x_97,x_98,x_99,x_100,x_101,x_102,x_103,x_104,x_105,x_106,x_107,x_108,x_109,x_110,x_111,x_112,x_113,x_114,x_115,x_116,x_117,x_118,x_119,x_120,x_121,x_122,x_123,x_124,x_125,x_126,x_127
0,-0.028513705357909203,0.03663257136940956,-0.08258931338787079,-0.012663434259593487,-0.18604595959186554,0.20810124278068542,-0.19861681759357452,-0.2578398883342743,-0.2517692744731903,0.1471041440963745,0.04085484892129898,0.06602891534566879,-0.21961811184883118,-0.147108793258667,0.013315152376890182,-0.0901922807097435,0.17289577424526215,-0.09547019004821777,-0.1616150438785553,-0.04443400725722313,-0.03016512095928192,-0.013298732228577137,0.12941014766693115,-0.12327282875776291,-0.01609872467815876,0.20422424376010895,0.01662629470229149,0.20706458389759064,-0.10268434137105942,-0.20107947289943695,-0.06801415234804153,-0.0728551596403122,-0.049050234258174896,-0.07420530170202255,-0.01868882030248642,0.1677570343017578,-0.1870974600315094,0.035041846334934235,-0.25149640440940857,-0.11589272320270538,0.03779403492808342,-0.1023217961192131,-0.19381378591060638,-0.10246012359857559,0.10844580829143524,-0.15790621936321259,-0.22640079259872437,-0.176228329539299,0.06038083881139755,-0.09728025645017624,0.08904159069061279,0.043926551938056946,-0.04857920482754707,0.16878770291805267,-0.045533254742622375,0.04545816406607628,0.0502132885158062,-0.0895848423242569,-0.06369895488023758,0.11454670131206512,0.12439098954200745,0.11212810128927231,-0.07781919091939926,0.0905141681432724,0.11937402933835983,-0.07635436952114105,0.10694972425699234,-0.23101748526096344,0.09620438516139984,-0.12827745079994202,-0.07222138345241547,0.15083377063274384,-0.2825867831707001,-0.1476668119430542,0.01179431937634945,0.11089778691530228,0.23994342982769012,-0.20621174573898315,-0.17720353603363037,0.24696514010429382,-0.07274806499481201,-0.23991423845291138,0.2436283528804779,0.12372169643640518,0.2558780312538147,-0.01505690161138773,-0.05143395811319351,0.10975027084350586,-0.027332719415426254,-0.07076548784971237,0.07181140780448914,0.11626064032316208,-0.1684255301952362,-0.1296386867761612,0.21782532334327698,-0.028409279882907867,0.17063620686531067,0.01637728326022625,-0.08027004450559616,-0.09466703236103058,-0.08335181325674057,0.17131276428699493,0.03362910822033882,-0.03487943485379219,0.18206243216991425,-0.22385810315608978,0.0002776087785605341,0.15606077015399933,0.20262396335601807,0.0056829978711903095,-0.06564068794250488,0.2101527601480484,-0.10682550817728043,0.10441156476736069,-0.1339993178844452,-0.04911866784095764,-0.026394661515951157,0.1822671890258789,-0.19395563006401062,0.11147647351026535,0.0667218342423439,-0.033856116235256195,-0.036201361566782,0.19362014532089233,-0.11449920386075974,0.09272949397563934,-0.14859898388385773,0.15592354536056519
1,-0.033484794199466705,0.04677262902259827,-0.09017396718263626,-0.011761141940951347,-0.17593351006507874,0.2048294097185135,-0.19653505086898804,-0.2510775029659271,-0.24186988174915314,0.13927061855793,0.057978443801403046,0.06454573571681976,-0.22170542180538177,-0.13772687315940857,0.01807810179889202,-0.08370305597782135,0.1719084233045578,-0.0915965884923935,-0.1471836119890213,-0.029487360268831253,-0.018480857834219933,-0.01348634622991085,0.1270856112241745,-0.12402105331420898,-0.01117095910012722,0.2051410973072052,0.018416667357087135,0.20045723021030426,-0.10841523110866547,-0.1997048556804657,-0.06977870315313339,-0.06642168015241623,-0.04976711422204971,-0.08704403042793274,-0.01324731856584549,0.17106109857559204,-0.1820942759513855,0.03904469683766365,-0.2305818796157837,-0.1161927655339241,0.04769556596875191,-0.10168848931789398,-0.19203631579875946,-0.10672949254512787,0.09255167096853256,-0.15312513709068298,-0.21840891242027283,-0.17835961282253265,0.06425715982913971,-0.0925908163189888,0.09418081492185593,0.057105109095573425,-0.06390377134084702,0.16354598104953766,-0.05174745246767998,0.04761675000190735,0.05640839785337448,-0.09891663491725922,-0.07150883972644806,0.11144381761550903,0.13517923653125763,0.12193086743354797,-0.09450945258140564,0.08916416764259338,0.11652417480945587,-0.07390548288822174,0.0893719494342804,-0.22657765448093414,0.10930831730365753,-0.11933939903974533,-0.06814480572938919,0.15427280962467194,-0.2769143879413605,-0.15412472188472748,0.024279411882162094,0.11244037002325058,0.24355365335941315,-0.20085911452770233,-0.16872617602348328,0.25397470593452454,-0.07106485217809677,-0.25076907873153687,0.24845768511295319,0.12790969014167786,0.24421462416648865,-0.004614976234734058,-0.044114772230386734,0.10298691689968109,-0.028881793841719627,-0.07408296316862106,0.07059799879789352,0.11247197538614273,-0.17317594587802887,-0.12339950352907181,0.21912197768688202,-0.02325175143778324,0.19092941284179688,0.019833456724882126,-0.09273745119571686,-0.08717634528875351,-0.08050839602947235,0.1783682256937027,0.02494119666516781,-0.033443283289670944,0.1903439313173294,-0.22323930263519287,0.0017164950259029865,0.15456506609916687,0.19923308491706848,0.017136288806796074,-0.0673375129699707,0.2171526998281479,-0.10390452295541763,0.09747178107500076,-0.12612462043762207,-0.05185979977250099,-0.03285817429423332,0.17630039155483246,-0.18060104548931122,0.10303827375173569,0.06894822418689728,-0.022326458245515823,-0.030083931982517242,0.18627634644508362,-0.12127837538719177,0.0880054384469986,-0.14462162554264069,0.142648845911026
10,-0.028156710788607597,0.044168662279844284,-0.08507029712200165,-0.019131872802972794,-0.18210257589817047,0.20557382702827454,-0.20378784835338593,-0.26101043820381165,-0.2480780929327011,0.14721260964870453,0.04653475806117058,0.06301017105579376,-0.22187000513076782,-0.14951655268669128,0.014681756496429443,-0.09443936496973038,0.17368850111961365,-0.10046502202749252,-0.1566091775894165,-0.0394926443696022,-0.026197925209999084,-0.014481977559626102,0.1360602229833603,-0.12241116166114807,-0.010449846275150776,0.1987665295600891,0.020092718303203583,0.2079474776983261,-0.10457156598567963,-0.2050708681344986,-0.07149995118379593,-0.06610040366649628,-0.04875987395644188,-0.07802803814411163,-0.01697898842394352,0.17824256420135498,-0.18810871243476868,0.042403873056173325,-0.23340396583080292,-0.11599555611610413,0.044135771691799164,-0.10874205827713013,-0.1876295506954193,-0.0986628383398056,0.10011167824268341,-0.1601274609565735,-0.2217710018157959,-0.18019108474254608,0.06758160144090652,-0.10054860264062881,0.08962000161409378,0.04904007911682129,-0.05913352966308594,0.17404834926128387,-0.05417982116341591,0.05162540450692177,0.05730961263179779,-0.10383021086454391,-0.07473763078451157,0.11280269920825958,0.13977311551570892,0.13046614825725555,-0.09010826051235199,0.08943351358175278,0.1132928654551506,-0.07480983436107635,0.09858468174934387,-0.24215786159038544,0.10728299617767334,-0.13003043830394745,-0.07227981090545654,0.1577911227941513,-0.2803594172000885,-0.15629707276821136,0.01713385060429573,0.12177220731973648,0.24239812791347504,-0.21162450313568115,-0.1762632429599762,0.2552226483821869,-0.07389168441295624,-0.2530531883239746,0.25001972913742065,0.13100844621658325,0.2482602894306183,-0.01498453225940466,-0.0505591556429863,0.11081457883119583,-0.03225194290280342,-0.08183182775974274,0.07120051980018616,0.11806566268205643,-0.17143414914608002,-0.12299591302871704,0.21715852618217468,-0.02491120621562004,0.19889438152313232,0.02475247159600258,-0.09016770869493484,-0.08425823599100113,-0.0804644301533699,0.18447820842266083,0.021874157711863518,-0.04700126871466637,0.19750459492206573,-0.22744792699813843,-0.008625703863799572,0.15721048414707184,0.20139862596988678,0.012713507749140263,-0.07157642394304276,0.21828287839889526,-0.11061328649520874,0.09661095589399338,-0.13312208652496338,-0.04270637035369873,-0.030572663992643356,0.1816081553697586,-0.19216234982013702,0.1111096516251564,0.07750174403190613,-0.02485356479883194,-0.03853293135762215,0.19348697364330292,-0.11857976019382477,0.08409307897090912,-0.15195901691913605,0.15369941294193268
100,-0.017771458253264427,0.058346692472696304,-0.09906875342130661,-0.018250079825520515,-0.1632312685251236,0.20398378372192383,-0.19961868226528168,-0.24397249519824982,-0.23497746884822845,0.14669546484947205,0.056981880217790604,0.07280708849430084,-0.21711203455924988,-0.14539937674999237,0.016796095296740532,-0.09101022779941559,0.1636187732219696,-0.08973165601491928,-0.15315766632556915,-0.023669784888625145,-0.015456981025636196,-0.007737470790743828,0.12864486873149872,-0.1311340183019638,-0.0032520436216145754,0.1993781328201294,0.01952977478504181,0.20059728622436523,-0.10636340826749802,-0.19207975268363953,-0.07035903632640839,-0.06184400990605354,-0.05221198499202728,-0.09940103441476822,-0.010430109687149525,0.17056556046009064,-0.1861928105354309,0.047877196222543716,-0.2162291258573532,-0.11796581745147705,0.046368978917598724,-0.11402972042560577,-0.1893855780363083,-0.1033308282494545,0.07848398387432098,-0.15193383395671844,-0.22324268519878387,-0.17319956421852112,0.06036283075809479,-0.09852045029401779,0.08512691408395767,0.055916618555784225,-0.07034586369991302,0.1730656772851944,-0.05856875330209732,0.05182674899697304,0.05419591814279556,-0.11795492470264435,-0.08011949062347412,0.10611459612846375,0.1439604014158249,0.1352502852678299,-0.10373720526695251,0.08462966233491898,0.10733316838741302,-0.059173375368118286,0.08203276991844177,-0.24179546535015106,0.12192942202091217,-0.1281251609325409,-0.06586087495088577,0.16175800561904907,-0.28905951976776123,-0.15500055253505707,0.023202110081911087,0.12492279708385468,0.25102698802948,-0.20022407174110413,-0.16018080711364746,0.2627105116844177,-0.07165594398975372,-0.25834718346595764,0.24802939593791962,0.12161814421415329,0.2380553036928177,-0.002067204564809799,-0.040814951062202454,0.10653863102197647,-0.03482535853981972,-0.08909603208303452,0.06191796436905861,0.11010827124118805,-0.17688339948654175,-0.111812524497509,0.20487338304519653,-0.019611988216638565,0.22193825244903564,0.033349812030792236,-0.0960344597697258,-0.0739978477358818,-0.08464033156633377,0.17578934133052826,0.01833057403564453,-0.04150734841823578,0.197367325425148,-0.23124368488788605,-0.009040763601660728,0.16063229739665985,0.19903269410133362,0.02074562758207321,-0.07999301701784134,0.22759833931922913,-0.10785838216543198,0.0915277972817421,-0.12637236714363098,-0.04725513979792595,-0.03413279727101326,0.17254029214382172,-0.17245624959468842,0.10868346691131592,0.07957892119884491,-0.009974212385714054,-0.03542811796069145,0.19662915170192719,-0.11072330176830292,0.08654723316431046,-0.14354009926319122,0.13171544671058655
101,-0.0252341590821743,0.04254630208015442,-0.08885769546031952,-0.012052495963871479,-0.1675722450017929,0.20715640485286713,-0.19842511415481567,-0.2593235671520233,-0.24421104788780212,0.1494595855474472,0.05477462336421013,0.06454048305749893,-0.22283156216144562,-0.14534598588943481,0.022044507786631584,-0.0920255035161972,0.17585261166095734,-0.09411418437957764,-0.15795744955539703,-0.03391605243086815,-0.02387063205242157,-0.014038244262337685,0.12967005372047424,-0.12281718105077744,-0.013043575920164585,0.20661112666130066,0.021829897537827492,0.21218234300613403,-0.10976513475179672,-0.20245246589183807,-0.07395154237747192,-0.06920642405748367,-0.04771916940808296,-0.09385291486978531,-0.013927420601248741,0.17940624058246613,-0.18786516785621643,0.04080381989479065,-0.23207496106624603,-0.11894124001264572,0.047628253698349,-0.10939178615808487,-0.19780303537845612,-0.10413806885480881,0.08966109901666641,-0.15845514833927155,-0.2277350276708603,-0.17941875755786896,0.06752967834472656,-0.09836133569478989,0.08691545575857162,0.0544869638979435,-0.06110972538590431,0.18039242923259735,-0.056752629578113556,0.051356956362724304,0.058793921023607254,-0.10608340799808502,-0.08208572864532471,0.11252649128437042,0.1401255875825882,0.13115666806697845,-0.0938974916934967,0.09780867397785187,0.11923190951347351,-0.06843391805887222,0.0931532084941864,-0.23962362110614777,0.11056593060493469,-0.13426823914051056,-0.06894663721323013,0.15989887714385986,-0.2856231927871704,-0.15257664024829865,0.023465823382139206,0.1194242537021637,0.24969732761383057,-0.20501314103603363,-0.16856229305267334,0.2627341151237488,-0.07310640811920166,-0.25055763125419617,0.24987222254276276,0.12771232426166534,0.24923813343048096,-0.007568328641355038,-0.04495878890156746,0.11063556373119354,-0.02621365338563919,-0.0821927860379219,0.06944698840379715,0.11565135419368744,-0.17651401460170746,-0.12858812510967255,0.21765689551830292,-0.023698028177022934,0.2018456757068634,0.024575885385274887,-0.08941175043582916,-0.08595002442598343,-0.07895153760910034,0.18170176446437836,0.02195163071155548,-0.03759308531880379,0.19832183420658112,-0.23234111070632935,-0.0009757127263583243,0.15673108398914337,0.2077530324459076,0.01443632785230875,-0.0725986659526825,0.21740145981311798,-0.11030307412147522,0.09715563803911209,-0.13531582057476044,-0.04952443391084671,-0.030316956341266632,0.18154141306877136,-0.18914127349853516,0.11246072500944138,0.07150569558143616,-0.022088218480348587,-0.03927167132496834,0.19488739967346191,-0.12372712045907974,0.09102785587310791,-0.14634554088115692,0.1465056836605072
102,-0.024091089144349098,0.041377339512109756,-0.09719424694776535,-0.013201403431594372,-0.1731637865304947,0.20431332290172577,-0.19763442873954773,-0.25286319851875305,-0.2460288256406784,0.14273597300052643,0.044071782380342484,0.07039982825517654,-0.2113075703382492,-0.1402624547481537,0.008477658033370972,-0.09143463522195816,0.1612967997789383,-0.09946906566619873,-0.14295855164527893,-0.03607098385691643,-0.01888437010347843,-0.017853552475571632,0.12416409701108932,-0.12434478849172592,-0.007866238243877888,0.19469116628170013,0.023496203124523163,0.20233267545700073,-0.10016874969005585,-0.19800397753715515,-0.06939887255430222,-0.0566871277987957,-0.050692103803157806,-0.08240985870361328,-0.008821568451821804,0.1683136373758316,-0.1884603351354599,0.04555937647819519,-0.22732611000537872,-0.11575838178396225,0.03911951556801796,-0.1050603836774826,-0.18562689423561096,-0.09635717421770096,0.09931395947933197,-0.14950257539749146,-0.21942920982837677,-0.17425355315208435,0.06188783794641495,-0.10100803524255753,0.08782342076301575,0.04199202358722687,-0.06733289361000061,0.16183212399482727,-0.050317179411649704,0.04537690058350563,0.04864472895860672,-0.11159974336624146,-0.0723656713962555,0.11590339988470078,0.1374925673007965,0.12710008025169373,-0.08646146953105927,0.08989401161670685,0.11453630030155182,-0.06999639421701431,0.09467654675245285,-0.240565687417984,0.10975756496191025,-0.1295270472764969,-0.06948341429233551,0.1483602076768875,-0.27720287442207336,-0.14887909591197968,0.016509147360920906,0.11785056442022324,0.24207273125648499,-0.21089667081832886,-0.16643784940242767,0.2567015290260315,-0.06436096876859665,-0.2517096698284149,0.24717716872692108,0.12460249662399292,0.24069760739803314,-0.01156408991664648,-0.039407532662153244,0.102364182472229,-0.028784075751900673,-0.0806574821472168,0.066977858543396,0.11297229677438736,-0.17743882536888123,-0.11974630504846573,0.2095593363046646,-0.023059610277414322,0.19704720377922058,0.03275229036808014,-0.09302179515361786,-0.0750594288110733,-0.08862977474927902,0.18074694275856018,0.020139839500188828,-0.04054964333772659,0.19616083800792694,-0.22296586632728577,2.6737776352092624e-05,0.15348359942436218,0.19514919817447662,0.02108234353363514,-0.06785495579242706,0.21982735395431519,-0.10468330979347229,0.09925152361392975,-0.12551970779895782,-0.04531984403729439,-0.03469410538673401,0.17731142044067383,-0.18057963252067566,0.10642457008361816,0.07459792494773865,-0.022456178441643715,-0.041490111500024796,0.1919623166322708,-0.10520601272583008,0.0844758078455925,-0.15126092731952667,0.14192770421504974
103,-0.022557495161890984,0.040390074253082275,-0.08226648718118668,-0.02040802501142025,-0.17213541269302368,0.2009708136320114,-0.19481706619262695,-0.2470330148935318,-0.23635028302669525,0.14753644168376923,0.05023743957281113,0.06410302221775055,-0.21857695281505585,-0.14816270768642426,0.01595570519566536,-0.09005691111087799,0.17041994631290436,-0.08986794948577881,-0.16396400332450867,-0.03468000143766403,-0.030649660155177116,-0.009427585639059544,0.13300572335720062,-0.12555864453315735,-0.010709775611758232,0.20038120448589325,0.0180731862783432,0.20743900537490845,-0.10495270788669586,-0.18765084445476532,-0.07133851945400238,-0.06982342898845673,-0.045167021453380585,-0.08838137239217758,-0.01997719332575798,0.17892004549503326,-0.18103918433189392,0.039497312158346176,-0.22911885380744934,-0.11991415172815323,0.042126838117837906,-0.10561681538820267,-0.19052498042583466,-0.10185802727937698,0.08716335892677307,-0.15984603762626648,-0.22519071400165558,-0.17870955169200897,0.06730494648218155,-0.09922931343317032,0.0862656757235527,0.053579021245241165,-0.054559264332056046,0.17649896442890167,-0.04740137234330177,0.05351436883211136,0.05132296681404114,-0.10407523810863495,-0.07897602021694183,0.10385629534721375,0.12931109964847565,0.1241234540939331,-0.09075716882944107,0.08373317122459412,0.10995081067085266,-0.06299472600221634,0.09229832887649536,-0.2281409651041031,0.10294253379106522,-0.13107524812221527,-0.070257268846035,0.15433688461780548,-0.28134194016456604,-0.15238948166370392,0.021590664982795715,0.11327940225601196,0.24153770506381989,-0.20343321561813354,-0.1676563322544098,0.24970263242721558,-0.07969971746206284,-0.2449106127023697,0.2421598583459854,0.11834336817264557,0.24592375755310059,-0.005198081023991108,-0.046074751764535904,0.1115545779466629,-0.032819971442222595,-0.07834849506616592,0.06306860595941544,0.10824818164110184,-0.17321552336215973,-0.11988139152526855,0.21258221566677094,-0.025504279881715775,0.19671855866909027,0.027927523478865623,-0.08250658214092255,-0.08547374606132507,-0.07658341526985168,0.17350104451179504,0.019040705636143684,-0.03355584666132927,0.1857699304819107,-0.22505944967269897,-0.004955907352268696,0.1501815915107727,0.19559749960899353,0.009129635989665985,-0.06967125833034515,0.21664173901081085,-0.10311658680438995,0.09656970202922821,-0.12606176733970642,-0.04558456689119339,-0.032706063240766525,0.1781882643699646,-0.1890459805727005,0.11487331241369247,0.07340694218873978,-0.01637164130806923,-0.035695791244506836,0.19360223412513733,-0.11733666062355042,0.08831342309713364,-0.14574258029460907,0.146934375166893
104,-0.025336815044283867,0.051345642656087875,-0.08642993122339249,-0.012629901058971882,-0.16600802540779114,0.20439133048057556,-0.19418567419052124,-0.25757017731666565,-0.23222613334655762,0.1410009264945984,0.05667227879166603,0.06632310152053833,-0.21839222311973572,-0.1486274152994156,0.010368302464485168,-0.08831354975700378,0.17623496055603027,-0.08603541553020477,-0.160544291138649,-0.035181205719709396,-0.021820805966854095,-0.0062517933547496796,0.12443195283412933,-0.12367242574691772,-0.008747153915464878,0.19606909155845642,0.015843110159039497,0.20154348015785217,-0.10798440873622894,-0.19838640093803406,-0.06991399079561234,-0.06372060626745224,-0.05683702975511551,-0.08896460384130478,-0.018346639350056648,0.1796133816242218,-0.18696974217891693,0.039827197790145874,-0.23033474385738373,-0.11817310750484467,0.035819102078676224,-0.11142416298389435,-0.19231832027435303,-0.09819168597459793,0.08666644245386124,-0.15228158235549927,-0.22683271765708923,-0.17344512045383453,0.06986267864704132,-0.09330874681472778,0.09306160360574722,0.05901598557829857,-0.06076781451702118,0.17548972368240356,-0.050208624452352524,0.05182432383298874,0.05456892028450966,-0.1031542718410492,-0.07128452509641647,0.10262806713581085,0.14526155591011047,0.12889951467514038,-0.09428821504116058,0.07805576175451279,0.1183571144938469,-0.06371846050024033,0.09362193942070007,-0.2296215295791626,0.11363478749990463,-0.12472470849752426,-0.05727085843682289,0.16102592647075653,-0.28289806842803955,-0.1541668325662613,0.022616112604737282,0.1284904181957245,0.256143718957901,-0.2092062085866928,-0.1699763983488083,0.25712189078330994,-0.07799626141786575,-0.2512218952178955,0.250622034072876,0.1179729700088501,0.25075802206993103,-0.003458386519923806,-0.049926381558179855,0.11648125946521759,-0.0381011962890625,-0.07971814274787903,0.06883310526609421,0.1151932030916214,-0.16916923224925995,-0.11810809373855591,0.21871483325958252,-0.029832258820533752,0.20723508298397064,0.026483863592147827,-0.09224314242601395,-0.09174013882875443,-0.0778430923819542,0.17922380566596985,0.021703625097870827,-0.03631509840488434,0.19514743983745575,-0.22775284945964813,-0.009392180480062962,0.15852773189544678,0.19758938252925873,0.01754130609333515,-0.07295924425125122,0.22243079543113708,-0.09940090030431747,0.09834212809801102,-0.13281869888305664,-0.0434199683368206,-0.03771950677037239,0.18114973604679108,-0.18323150277137756,0.1163981482386589,0.0815938413143158,-0.0178920179605484,-0.03753271698951721,0.20440250635147095,-0.11875347048044205,0.08248879760503769,-0.14969675242900848,0.14090928435325623
105,-0.029343152418732643,0.04076826944947243,-0.08523658663034439,-0.006667254958301783,-0.17882601916790009,0.21153804659843445,-0.20366331934928894,-0.2664295732975006,-0.252621591091156,0.14357836544513702,0.0507173165678978,0.060239408165216446,-0.2260316014289856,-0.1426188200712204,0.013454735279083252,-0.08396486937999725,0.1743837594985962,-0.0950968936085701,-0.15119262039661407,-0.03244077414274216,-0.031986579298973083,-0.012892761267721653,0.1292402148246765,-0.12320958077907562,-0.007157021202147007,0.20227017998695374,0.02054975926876068,0.2066536843776703,-0.10297112911939621,-0.2070966511964798,-0.07144307345151901,-0.06944523006677628,-0.05053229257464409,-0.08660690486431122,-0.011403136886656284,0.1743347942829132,-0.18210835754871368,0.03674802929162979,-0.2395227551460266,-0.1093943864107132,0.05178919807076454,-0.09718390554189682,-0.1983397752046585,-0.10978841036558151,0.09542223066091537,-0.15049755573272705,-0.21668657660484314,-0.18524999916553497,0.06121184304356575,-0.0989164337515831,0.08759458363056183,0.05136241018772125,-0.06345617026090622,0.17109815776348114,-0.05305013060569763,0.04882741719484329,0.05223536863923073,-0.09728576987981796,-0.07250366359949112,0.11930020153522491,0.1332560032606125,0.11902767419815063,-0.08125936985015869,0.101509228348732,0.11892431974411011,-0.0836716741323471,0.09249675273895264,-0.23907266557216644,0.10775383561849594,-0.13243262469768524,-0.07690167427062988,0.14850401878356934,-0.2785159647464752,-0.15492893755435944,0.018121222034096718,0.1052948534488678,0.24452349543571472,-0.21056845784187317,-0.17156068980693817,0.25976699590682983,-0.06763196736574173,-0.2500055134296417,0.25256332755088806,0.1338021457195282,0.2467060089111328,-0.012735270895063877,-0.04299323260784149,0.11182363331317902,-0.02099442109465599,-0.07107993215322495,0.07557705789804459,0.11918239295482635,-0.17858214676380157,-0.12744145095348358,0.21487586200237274,-0.024558784440159798,0.186079740524292,0.02545969747006893,-0.08469805121421814,-0.08968965709209442,-0.08279477059841156,0.1846812516450882,0.027865378186106682,-0.032562993466854095,0.19237186014652252,-0.22770415246486664,-0.0005605039186775684,0.15605491399765015,0.20679162442684174,0.00758677814155817,-0.06100030615925789,0.21315185725688934,-0.10250262916088104,0.09773500263690948,-0.1340845674276352,-0.05673113092780113,-0.026368461549282074,0.18289707601070404,-0.19011487066745758,0.10220258682966232,0.06880907714366913,-0.025029990822076797,-0.031238123774528503,0.18930958211421967,-0.1189977377653122,0.09133714437484741,-0.1492404341697693,0.15170657634735107
106,-0.01825948804616928,0.04619142413139343,-0.08905687928199768,-0.017141439020633698,-0.16639508306980133,0.20463740825653076,-0.19315356016159058,-0.24631786346435547,-0.23498199880123138,0.1335347443819046,0.05341357737779617,0.06613684445619583,-0.21371108293533325,-0.14609110355377197,0.014593658968806267,-0.08097288757562637,0.16475629806518555,-0.08428933471441269,-0.1462738960981369,-0.04080485552549362,-0.018374552950263023,-0.01580824889242649,0.12449242919683456,-0.12199051678180695,-0.009140826761722565,0.18349826335906982,0.021643364802002907,0.19640293717384338,-0.09937848895788193,-0.20027925074100494,-0.06519998610019684,-0.05966285988688469,-0.04969661310315132,-0.08455289155244827,-0.012111145071685314,0.17711636424064636,-0.18040594458580017,0.03920530900359154,-0.2259652018547058,-0.11226212233304977,0.04163873568177223,-0.10563541948795319,-0.18325386941432953,-0.09753730148077011,0.08871423453092575,-0.14648887515068054,-0.21848338842391968,-0.16824311017990112,0.06785602122545242,-0.08673416078090668,0.09051598608493805,0.05070241168141365,-0.07004270702600479,0.1646634191274643,-0.05524119362235069,0.04067148268222809,0.056225404143333435,-0.10490203648805618,-0.06843248009681702,0.11724376678466797,0.14517651498317719,0.12824393808841705,-0.09180950373411179,0.08364942669868469,0.10899892449378967,-0.06580076366662979,0.08842358738183975,-0.23601868748664856,0.10909640789031982,-0.1225694939494133,-0.05994553118944168,0.15148870646953583,-0.26112470030784607,-0.14756189286708832,0.016763700172305107,0.11683494597673416,0.24272432923316956,-0.20973515510559082,-0.166279599070549,0.24636730551719666,-0.06699611246585846,-0.258644163608551,0.24620606005191803,0.11943674087524414,0.23760664463043213,-0.010934676975011826,-0.03733822703361511,0.107164166867733,-0.03642520308494568,-0.07413189113140106,0.07540716230869293,0.11322703957557678,-0.16526590287685394,-0.12465888261795044,0.20801942050457,-0.031098924577236176,0.20738637447357178,0.02945532090961933,-0.08521557599306107,-0.08691073954105377,-0.07314251363277435,0.17981067299842834,0.020879339426755905,-0.043777551501989365,0.19867150485515594,-0.22269698977470398,0.0004828872624784708,0.15332451462745667,0.19342410564422607,0.018992051482200623,-0.06787479668855667,0.21471308171749115,-0.10306642949581146,0.084165558218956,-0.1267377883195877,-0.04868139326572418,-0.03423148766160011,0.17212632298469543,-0.16947676241397858,0.10874351114034653,0.07948710024356842,-0.024181732907891273,-0.032589904963970184,0.1932968646287918,-0.11682489514350891,0.0829986035823822,-0.1478731334209442,0.13971854746341705
